2023-05-16T00:49:01.524+0300,2023-05-16T00:49:04.578+0300,41.727
2023-05-16T00:48:01.981+0300,2023-05-16T00:48:05.033+0300,41.043
2023-05-16T00:47:01.477+0300,2023-05-16T00:47:04.531+0300,41.402
2023-05-16T00:46:01.073+0300,2023-05-16T00:46:04.127+0300,41.162
2023-05-16T00:45:01.602+0300,2023-05-16T00:45:04.658+0300,41.770
2023-05-16T00:44:02.013+0300,2023-05-16T00:44:05.067+0300,40.805
2023-05-16T00:43:01.519+0300,2023-05-16T00:43:04.574+0300,41.289
2023-05-16T00:42:01.445+0300,2023-05-16T00:42:04.501+0300,41.717
2023-05-16T00:41:01.826+0300,2023-05-16T00:41:04.882+0300,41.335
2023-05-16T00:40:01.366+0300,2023-05-16T00:40:04.421+0300,41.294
2023-05-16T00:39:01.819+0300,2023-05-16T00:39:04.875+0300,47.369
2023-05-16T00:38:01.142+0300,2023-05-16T00:38:04.198+0300,41.993
2023-05-16T00:37:01.452+0300,2023-05-16T00:37:04.506+0300,41.511
2023-05-16T00:36:01.887+0300,2023-05-16T00:36:04.943+0300,41.960
2023-05-16T00:35:01.376+0300,2023-05-16T00:35:04.433+0300,41.468
2023-05-16T00:34:01.846+0300,2023-05-16T00:34:04.903+0300,42.680
2023-05-16T00:33:01.492+0300,2023-05-16T00:33:04.546+0300,41.516
2023-05-16T00:32:01.997+0300,2023-05-16T00:32:05.050+0300,41.533
2023-05-16T00:31:01.262+0300,2023-05-16T00:31:04.318+0300,41.542
2023-05-16T00:30:01.731+0300,2023-05-16T00:30:04.787+0300,41.499
2023-05-16T00:29:01.159+0300,2023-05-16T00:29:04.215+0300,41.362
2023-05-16T00:28:01.603+0300,2023-05-16T00:28:04.659+0300,41.744
2023-05-16T00:27:01.215+0300,2023-05-16T00:27:04.271+0300,41.638
2023-05-16T00:26:01.419+0300,2023-05-16T00:26:04.474+0300,41.333
2023-05-16T00:25:01.831+0300,2023-05-16T00:25:04.886+0300,41.441
2023-05-16T00:24:01.247+0300,2023-05-16T00:24:04.303+0300,41.461
2023-05-16T00:23:01.776+0300,2023-05-16T00:23:04.832+0300,41.443
2023-05-16T00:22:01.300+0300,2023-05-16T00:22:04.352+0300,41.456
2023-05-16T00:21:01.479+0300,2023-05-16T00:21:04.534+0300,41.279
2023-05-16T00:20:01.985+0300,2023-05-16T00:20:05.036+0300,41.024
2023-05-16T00:19:01.533+0300,2023-05-16T00:19:04.587+0300,41.383
2023-05-16T00:18:01.929+0300,2023-05-16T00:18:04.984+0300,41.275
2023-05-16T00:17:01.370+0300,2023-05-16T00:17:04.426+0300,41.374
2023-05-16T00:16:01.420+0300,2023-05-16T00:16:04.475+0300,41.524
2023-05-16T00:15:01.896+0300,2023-05-16T00:15:04.951+0300,41.032
2023-05-16T00:14:01.452+0300,2023-05-16T00:14:04.507+0300,41.760
2023-05-16T00:13:01.885+0300,2023-05-16T00:13:04.942+0300,41.816
2023-05-16T00:12:01.087+0300,2023-05-16T00:12:04.141+0300,41.030
2023-05-16T00:11:01.583+0300,2023-05-16T00:11:04.638+0300,41.345
2023-05-16T00:10:02.019+0300,2023-05-16T00:10:05.073+0300,40.884
2023-05-16T00:09:01.444+0300,2023-05-16T00:09:04.498+0300,40.994
2023-05-16T00:08:01.930+0300,2023-05-16T00:08:04.986+0300,41.187
2023-05-16T00:07:01.468+0300,2023-05-16T00:07:04.523+0300,41.220
2023-05-16T00:06:02.015+0300,2023-05-16T00:06:05.070+0300,41.618
2023-05-16T00:05:01.485+0300,2023-05-16T00:05:04.542+0300,41.524
2023-05-16T00:04:02.008+0300,2023-05-16T00:04:05.062+0300,41.572
2023-05-16T00:03:01.580+0300,2023-05-16T00:03:04.634+0300,41.465
2023-05-16T00:02:01.159+0300,2023-05-16T00:02:04.213+0300,40.859
2023-05-16T00:01:01.608+0300,2023-05-16T00:01:04.662+0300,41.626
2023-05-16T00:00:01.132+0300,2023-05-16T00:00:04.189+0300,40.956
