2023-05-30T05:50:01.056+0300,2023-05-30T05:50:04.111+0300,41.321
2023-05-30T05:49:01.543+0300,2023-05-30T05:49:04.597+0300,41.153
2023-05-30T05:48:01.074+0300,2023-05-30T05:48:04.130+0300,41.836
2023-05-30T05:47:01.594+0300,2023-05-30T05:47:04.649+0300,40.952
2023-05-30T05:46:01.061+0300,2023-05-30T05:46:04.118+0300,41.566
2023-05-30T05:45:01.526+0300,2023-05-30T05:45:04.582+0300,41.010
2023-05-30T05:44:02.028+0300,2023-05-30T05:44:05.083+0300,41.545
2023-05-30T05:43:01.530+0300,2023-05-30T05:43:04.587+0300,41.644
2023-05-30T05:42:02.020+0300,2023-05-30T05:42:05.076+0300,42.027
2023-05-30T05:41:01.512+0300,2023-05-30T05:41:04.566+0300,41.243
2023-05-30T05:40:02.028+0300,2023-05-30T05:40:05.082+0300,41.946
2023-05-30T05:39:01.548+0300,2023-05-30T05:39:04.603+0300,41.422
2023-05-30T05:38:01.056+0300,2023-05-30T05:38:04.111+0300,41.853
2023-05-30T05:37:01.542+0300,2023-05-30T05:37:04.596+0300,40.997
2023-05-30T05:36:01.066+0300,2023-05-30T05:36:04.122+0300,41.460
2023-05-30T05:35:01.542+0300,2023-05-30T05:35:04.598+0300,42.022
2023-05-30T05:34:01.058+0300,2023-05-30T05:34:04.113+0300,41.757
2023-05-30T05:33:01.429+0300,2023-05-30T05:33:04.483+0300,41.224
2023-05-30T05:32:01.916+0300,2023-05-30T05:32:04.971+0300,41.837
2023-05-30T05:31:01.423+0300,2023-05-30T05:31:04.480+0300,41.589
2023-05-30T05:30:01.903+0300,2023-05-30T05:30:04.959+0300,41.839
2023-05-30T05:29:01.403+0300,2023-05-30T05:29:04.458+0300,41.557
2023-05-30T05:28:01.920+0300,2023-05-30T05:28:04.975+0300,41.966
2023-05-30T05:27:01.394+0300,2023-05-30T05:27:04.451+0300,41.665
2023-05-30T05:26:01.680+0300,2023-05-30T05:26:04.735+0300,41.475
2023-05-30T05:25:01.199+0300,2023-05-30T05:25:04.254+0300,41.613
2023-05-30T05:24:01.728+0300,2023-05-30T05:24:04.786+0300,43.040
2023-05-30T05:23:01.089+0300,2023-05-30T05:23:04.143+0300,41.754
2023-05-30T05:22:01.590+0300,2023-05-30T05:22:04.646+0300,41.374
2023-05-30T05:21:01.109+0300,2023-05-30T05:21:04.166+0300,41.842
2023-05-30T05:20:01.510+0300,2023-05-30T05:20:04.586+0300,49.752
2023-05-30T05:19:01.903+0300,2023-05-30T05:19:04.959+0300,41.314
2023-05-30T05:18:01.428+0300,2023-05-30T05:18:04.482+0300,41.618
2023-05-30T05:17:01.820+0300,2023-05-30T05:17:04.875+0300,41.027
2023-05-30T05:16:01.307+0300,2023-05-30T05:16:04.362+0300,41.565
2023-05-30T05:15:01.815+0300,2023-05-30T05:15:04.870+0300,41.708
2023-05-30T05:14:01.269+0300,2023-05-30T05:14:04.325+0300,42.242
2023-05-30T05:13:01.798+0300,2023-05-30T05:13:04.853+0300,42.008
2023-05-30T05:12:01.301+0300,2023-05-30T05:12:04.357+0300,41.381
2023-05-30T05:11:01.839+0300,2023-05-30T05:11:04.894+0300,41.457
2023-05-30T05:10:01.376+0300,2023-05-30T05:10:04.430+0300,41.427
2023-05-30T05:09:01.846+0300,2023-05-30T05:09:04.902+0300,40.991
2023-05-30T05:08:01.232+0300,2023-05-30T05:08:04.288+0300,41.883
2023-05-30T05:07:01.759+0300,2023-05-30T05:07:04.813+0300,41.431
2023-05-30T05:06:01.231+0300,2023-05-30T05:06:04.286+0300,41.486
2023-05-30T05:05:01.735+0300,2023-05-30T05:05:04.789+0300,41.349
2023-05-30T05:04:01.217+0300,2023-05-30T05:04:04.272+0300,41.550
2023-05-30T05:03:01.691+0300,2023-05-30T05:03:04.746+0300,41.571
2023-05-30T05:02:01.206+0300,2023-05-30T05:02:04.260+0300,41.655
2023-05-30T05:01:01.709+0300,2023-05-30T05:01:04.764+0300,41.665
2023-05-30T05:00:01.203+0300,2023-05-30T05:00:04.260+0300,42.176
