2023-05-11T14:18:01.565+0300,2023-05-11T14:18:04.619+0300,39.807
2023-05-11T14:17:02.025+0300,2023-05-11T14:17:05.080+0300,41.582
2023-05-11T14:16:01.482+0300,2023-05-11T14:16:04.536+0300,40.193
2023-05-11T14:15:01.593+0300,2023-05-11T14:15:04.647+0300,40.094
2023-05-11T14:14:01.076+0300,2023-05-11T14:14:04.129+0300,40.283
2023-05-11T14:13:01.330+0300,2023-05-11T14:13:04.383+0300,39.965
2023-05-11T14:12:01.747+0300,2023-05-11T14:12:04.801+0300,40.282
2023-05-11T14:11:01.053+0300,2023-05-11T14:11:04.107+0300,39.907
2023-05-11T14:10:01.547+0300,2023-05-11T14:10:04.600+0300,40.118
2023-05-11T14:09:01.076+0300,2023-05-11T14:09:04.129+0300,40.263
2023-05-11T14:08:01.485+0300,2023-05-11T14:08:04.540+0300,39.804
2023-05-11T14:07:01.044+0300,2023-05-11T14:07:04.098+0300,39.910
2023-05-11T14:06:01.568+0300,2023-05-11T14:06:04.621+0300,39.748
2023-05-11T14:05:01.043+0300,2023-05-11T14:05:04.097+0300,39.985
2023-05-11T14:04:01.169+0300,2023-05-11T14:04:04.223+0300,39.860
2023-05-11T14:03:01.635+0300,2023-05-11T14:03:04.690+0300,40.355
2023-05-11T14:02:01.221+0300,2023-05-11T14:02:04.275+0300,40.094
2023-05-11T14:01:01.690+0300,2023-05-11T14:01:04.744+0300,39.413
2023-05-11T14:00:01.129+0300,2023-05-11T14:00:04.183+0300,39.339
