2023-05-30T17:34:01.780+0300,2023-05-30T17:34:04.836+0300,41.275
2023-05-30T17:33:01.167+0300,2023-05-30T17:33:04.220+0300,43.498
2023-05-30T17:32:01.629+0300,2023-05-30T17:32:04.685+0300,41.351
2023-05-30T17:31:01.068+0300,2023-05-30T17:31:04.124+0300,41.152
2023-05-30T17:30:01.488+0300,2023-05-30T17:30:04.544+0300,41.075
2023-05-30T17:29:01.961+0300,2023-05-30T17:29:05.013+0300,41.102
2023-05-30T17:28:01.926+0300,2023-05-30T17:28:04.980+0300,41.852
2023-05-30T17:27:01.367+0300,2023-05-30T17:27:04.421+0300,41.444
2023-05-30T17:26:01.763+0300,2023-05-30T17:26:04.817+0300,40.920
2023-05-30T17:25:01.073+0300,2023-05-30T17:25:04.126+0300,40.809
2023-05-30T17:24:01.445+0300,2023-05-30T17:24:04.500+0300,41.404
2023-05-30T17:23:01.919+0300,2023-05-30T17:23:04.974+0300,41.474
2023-05-30T17:22:01.374+0300,2023-05-30T17:22:04.432+0300,41.418
2023-05-30T17:21:01.783+0300,2023-05-30T17:21:04.841+0300,41.540
2023-05-30T17:20:01.061+0300,2023-05-30T17:20:04.115+0300,40.856
2023-05-30T17:19:01.448+0300,2023-05-30T17:19:04.502+0300,41.244
2023-05-30T17:18:01.865+0300,2023-05-30T17:18:04.919+0300,41.227
2023-05-30T17:17:01.301+0300,2023-05-30T17:17:04.356+0300,41.949
2023-05-30T17:16:01.680+0300,2023-05-30T17:16:04.737+0300,42.385
2023-05-30T17:15:01.152+0300,2023-05-30T17:15:04.207+0300,41.184
2023-05-30T17:14:01.192+0300,2023-05-30T17:14:14.281+0300,59.482
2023-05-30T17:13:01.629+0300,2023-05-30T17:13:04.685+0300,44.091
2023-05-30T17:12:01.075+0300,2023-05-30T17:12:04.130+0300,40.859
2023-05-30T17:11:01.540+0300,2023-05-30T17:11:04.595+0300,41.456
2023-05-30T17:10:01.961+0300,2023-05-30T17:10:05.012+0300,41.348
2023-05-30T17:09:01.313+0300,2023-05-30T17:09:04.368+0300,41.683
2023-05-30T17:08:01.758+0300,2023-05-30T17:08:04.817+0300,42.476
2023-05-30T17:07:01.209+0300,2023-05-30T17:07:04.265+0300,40.916
2023-05-30T17:06:01.702+0300,2023-05-30T17:06:04.759+0300,40.902
2023-05-30T17:05:01.140+0300,2023-05-30T17:05:04.192+0300,41.518
2023-05-30T17:04:01.516+0300,2023-05-30T17:04:04.571+0300,41.909
2023-05-30T17:03:01.884+0300,2023-05-30T17:03:04.941+0300,41.571
2023-05-30T17:02:01.889+0300,2023-05-30T17:02:04.943+0300,40.901
2023-05-30T17:01:01.314+0300,2023-05-30T17:01:04.369+0300,41.522
2023-05-30T17:00:01.696+0300,2023-05-30T17:00:04.750+0300,41.241
