2023-08-26T05:52:01.266+0300,2023-08-26T05:52:04.320+0300,43.914,thinkpad1,1,Not charging,98
2023-08-26T05:51:01.254+0300,2023-08-26T05:51:04.311+0300,44.230,thinkpad1,1,Not charging,98
2023-08-26T05:50:01.411+0300,2023-08-26T05:50:04.468+0300,45.518,thinkpad1,1,Not charging,98
2023-08-26T05:49:01.721+0300,2023-08-26T05:49:04.780+0300,44.551,thinkpad1,1,Not charging,98
2023-08-26T05:48:01.978+0300,2023-08-26T05:48:05.034+0300,43.236,thinkpad1,1,Not charging,98
2023-08-26T05:47:01.163+0300,2023-08-26T05:47:04.218+0300,43.592,thinkpad1,1,Not charging,98
2023-08-26T05:46:01.347+0300,2023-08-26T05:46:04.403+0300,43.006,thinkpad1,1,Not charging,98
2023-08-26T05:45:01.277+0300,2023-08-26T05:45:04.335+0300,43.097,thinkpad1,1,Not charging,98
2023-08-26T05:44:01.590+0300,2023-08-26T05:44:04.646+0300,43.165,thinkpad1,1,Not charging,98
2023-08-26T05:43:01.889+0300,2023-08-26T05:43:04.946+0300,44.559,thinkpad1,1,Not charging,98
2023-08-26T05:42:01.070+0300,2023-08-26T05:42:04.129+0300,43.330,thinkpad1,1,Not charging,98
2023-08-26T05:41:01.491+0300,2023-08-26T05:41:04.547+0300,44.386,thinkpad1,1,Not charging,98
2023-08-26T05:40:01.694+0300,2023-08-26T05:40:04.752+0300,44.331,thinkpad1,1,Not charging,98
2023-08-26T05:39:01.643+0300,2023-08-26T05:39:04.699+0300,44.754,thinkpad1,1,Not charging,98
2023-08-26T05:38:01.598+0300,2023-08-26T05:38:04.655+0300,44.681,thinkpad1,1,Not charging,98
2023-08-26T05:37:01.813+0300,2023-08-26T05:37:04.872+0300,44.735,thinkpad1,1,Not charging,98
2023-08-26T05:36:01.960+0300,2023-08-26T05:36:05.020+0300,44.635,thinkpad1,1,Not charging,98
2023-08-26T05:35:01.254+0300,2023-08-26T05:35:04.318+0300,47.175,thinkpad1,1,Not charging,98
2023-08-26T05:34:01.465+0300,2023-08-26T05:34:04.524+0300,42.706,thinkpad1,1,Not charging,98
2023-08-26T05:33:01.548+0300,2023-08-26T05:33:04.602+0300,42.306,thinkpad1,1,Not charging,98
2023-08-26T05:32:01.846+0300,2023-08-26T05:32:04.903+0300,42.964,thinkpad1,1,Not charging,98
2023-08-26T05:31:01.092+0300,2023-08-26T05:31:04.157+0300,46.722,thinkpad1,1,Not charging,98
2023-08-26T05:30:01.345+0300,2023-08-26T05:30:04.402+0300,43.693,thinkpad1,1,Not charging,98
2023-08-26T05:29:01.638+0300,2023-08-26T05:29:04.696+0300,43.273,thinkpad1,1,Not charging,98
2023-08-26T05:28:01.870+0300,2023-08-26T05:28:04.926+0300,43.944,thinkpad1,1,Not charging,98
2023-08-26T05:27:01.832+0300,2023-08-26T05:27:04.888+0300,43.326,thinkpad1,1,Not charging,98
2023-08-26T05:26:01.893+0300,2023-08-26T05:26:04.949+0300,42.767,thinkpad1,1,Not charging,98
2023-08-26T05:25:01.190+0300,2023-08-26T05:25:04.248+0300,44.656,thinkpad1,1,Not charging,98
2023-08-26T05:24:01.336+0300,2023-08-26T05:24:04.393+0300,44.563,thinkpad1,1,Not charging,98
2023-08-26T05:23:01.569+0300,2023-08-26T05:23:04.624+0300,43.267,thinkpad1,1,Not charging,98
2023-08-26T05:22:01.613+0300,2023-08-26T05:22:04.669+0300,46.370,thinkpad1,1,Not charging,98
2023-08-26T05:21:01.533+0300,2023-08-26T05:21:04.586+0300,42.807,thinkpad1,1,Not charging,98
2023-08-26T05:20:01.697+0300,2023-08-26T05:20:04.758+0300,43.612,thinkpad1,1,Not charging,98
2023-08-26T05:19:01.962+0300,2023-08-26T05:19:05.018+0300,43.214,thinkpad1,1,Not charging,98
2023-08-26T05:18:01.190+0300,2023-08-26T05:18:04.249+0300,43.188,thinkpad1,1,Not charging,98
2023-08-26T05:17:01.287+0300,2023-08-26T05:17:04.343+0300,43.576,thinkpad1,1,Not charging,98
2023-08-26T05:16:01.705+0300,2023-08-26T05:16:04.765+0300,45.938,thinkpad1,1,Not charging,98
2023-08-26T05:15:01.818+0300,2023-08-26T05:15:04.878+0300,44.818,thinkpad1,1,Not charging,98
2023-08-26T05:14:01.941+0300,2023-08-26T05:14:04.997+0300,42.746,thinkpad1,1,Not charging,98
2023-08-26T05:13:01.140+0300,2023-08-26T05:13:04.198+0300,43.165,thinkpad1,1,Not charging,98
2023-08-26T05:12:01.378+0300,2023-08-26T05:12:04.435+0300,44.074,thinkpad1,1,Not charging,98
2023-08-26T05:11:01.603+0300,2023-08-26T05:11:04.663+0300,44.296,thinkpad1,1,Not charging,98
2023-08-26T05:10:01.638+0300,2023-08-26T05:10:04.695+0300,42.271,thinkpad1,1,Not charging,98
2023-08-26T05:09:01.816+0300,2023-08-26T05:09:04.872+0300,44.960,thinkpad1,1,Not charging,98
2023-08-26T05:08:01.977+0300,2023-08-26T05:08:05.035+0300,44.885,thinkpad1,1,Not charging,98
2023-08-26T05:07:01.031+0300,2023-08-26T05:07:04.088+0300,44.637,thinkpad1,1,Not charging,98
2023-08-26T05:06:01.810+0300,2023-08-26T05:06:04.870+0300,42.408,thinkpad1,1,Not charging,98
2023-08-26T05:05:01.937+0300,2023-08-26T05:05:04.993+0300,44.288,thinkpad1,1,Not charging,98
2023-08-26T05:04:01.151+0300,2023-08-26T05:04:04.207+0300,43.489,thinkpad1,1,Not charging,98
2023-08-26T05:03:01.471+0300,2023-08-26T05:03:04.527+0300,42.938,thinkpad1,1,Not charging,98
2023-08-26T05:02:01.170+0300,2023-08-26T05:02:04.225+0300,43.508,thinkpad1,1,Not charging,98
2023-08-26T05:01:01.399+0300,2023-08-26T05:01:04.455+0300,42.942,thinkpad1,1,Not charging,98
2023-08-26T05:00:01.682+0300,2023-08-26T05:00:04.743+0300,42.693,thinkpad1,1,Not charging,98
